,id,full_name,first_name,last_name,is_active
0,76001,Alaa Abdelnaby,Alaa,Abdelnaby,False
1,76002,Zaid Abdul-Aziz,Zaid,Abdul-Aziz,False
2,76003,Kareem Abdul-Jabbar,Kareem,Abdul-Jabbar,False
3,51,Mahmoud Abdul-Rauf,Mahmoud,Abdul-Rauf,False
4,1505,Tariq Abdul-Wahad,Tariq,Abdul-Wahad,False
5,949,Shareef Abdur-Rahim,Shareef,Abdur-Rahim,False
6,76005,Tom Abernethy,Tom,Abernethy,False
7,76006,Forest Able,Forest,Able,False
8,76007,John Abramovic,John,Abramovic,False
9,203518,Alex Abrines,Alex,Abrines,False
10,101165,Alex Acker,Alex,Acker,False
11,76008,Donald Ackerman,Donald,Ackerman,False
12,76009,Mark Acres,Mark,Acres,False
13,76010,Charles Acton,Charles,Acton,False
14,203112,Quincy Acy,Quincy,Acy,False
15,76011,Alvan Adams,Alvan,Adams,False
16,76012,Don Adams,Don,Adams,False
17,200801,Hassan Adams,Hassan,Adams,False
18,1629121,Jaylen Adams,Jaylen,Adams,False
19,203919,Jordan Adams,Jordan,Adams,False
20,149,Michael Adams,Michael,Adams,False
21,203500,Steven Adams,Steven,Adams,True
22,912,Rafael Addison,Rafael,Addison,False
23,1628389,Bam Adebayo,Bam,Adebayo,True
24,1629061,Deng Adel,Deng,Adel,False
25,76015,Rick Adelman,Rick,Adelman,False
26,202399,Jeff Adrien,Jeff,Adrien,False
27,201167,Arron Afflalo,Arron,Afflalo,False
28,200772,Maurice Ager,Maurice,Ager,False
29,76016,Mark Aguirre,Mark,Aguirre,False
30,201336,Blake Ahearn,Blake,Ahearn,False
31,76017,Danny Ainge,Danny,Ainge,False
32,201582,Alexis Ajinca,Alexis,Ajinca,False
33,76018,Henry Akin,Henry,Akin,False
34,203006,Josh Akognon,Josh,Akognon,False
35,1629152,DeVaughn Akoon-Purcell,DeVaughn,Akoon-Purcell,False
36,202374,Solomon Alabi,Solomon,Alabi,False
37,76019,Mark Alarie,Mark,Alarie,False
38,76020,Gary Alcorn,Gary,Alcorn,False
39,203128,Furkan Aldemir,Furkan,Aldemir,False
40,202332,Cole Aldrich,Cole,Aldrich,False
41,200746,LaMarcus Aldridge,LaMarcus,Aldridge,True
42,76021,Chuck Aleksinas,Chuck,Aleksinas,False
43,1626146,Cliff Alexander,Cliff,Alexander,False
44,724,Cory Alexander,Cory,Alexander,False
45,2042,Courtney Alexander,Courtney,Alexander,False
46,76022,Gary Alexander,Gary,Alexander,False
47,201570,Joe Alexander,Joe,Alexander,False
48,1629734,Kyle Alexander,Kyle,Alexander,True
49,2349,Victor Alexander,Victor,Alexander,False
50,1629638,Nickeil Alexander-Walker,Nickeil,Alexander-Walker,True
51,76024,Steve Alford,Steve,Alford,False
52,1628959,Rawle Alkins,Rawle,Alkins,False
53,76028,Bob Allen,Bob,Allen,False
54,1628960,Grayson Allen,Grayson,Allen,True
55,1628386,Jarrett Allen,Jarrett,Allen,True
56,706,Jerome Allen,Jerome,Allen,False
57,1628443,Kadeem Allen,Kadeem,Allen,True
58,202730,Lavoy Allen,Lavoy,Allen,False
59,76027,Lucius Allen,Lucius,Allen,False
60,2124,Malik Allen,Malik,Allen,False
61,76025,Randy Allen,Randy,Allen,False
62,951,Ray Allen,Ray,Allen,False
63,2754,Tony Allen,Tony,Allen,False
64,76029,Odis Allison,Odis,Allison,False
65,200984,Lance Allred,Lance,Allred,False
66,76030,Darrell Allums,Darrell,Allums,False
67,201165,Morris Almond,Morris,Almond,False
68,308,Derrick Alston,Derrick,Alston,False
69,1747,Rafer Alston,Rafer,Alston,False
70,1824,Peter Aluma,Peter,Aluma,False
71,680,John Amaechi,John,Amaechi,False
72,732,Ashraf Amaya,Ashraf,Amaya,False
73,202329,Al-Farouq Aminu,Al-Farouq,Aminu,True
74,200811,Lou Amundson,Lou,Amundson,False
75,76034,Bob Anderegg,Bob,Anderegg,False
76,2365,Chris Andersen,Chris,Andersen,False
77,2431,David Andersen,David,Andersen,False
78,101187,Alan Anderson,Alan,Anderson,False
79,202079,Antonio Anderson,Antonio,Anderson,False
80,76035,Cliff Anderson,Cliff,Anderson,False
81,76036,Daniel Anderson,Daniel,Anderson,False
82,1507,Derek Anderson,Derek,Anderson,False
83,76037,Dwight Anderson,Dwight,Anderson,False
84,944,Eric Anderson,Eric,Anderson,False
85,246,Greg Anderson,Greg,Anderson,False
86,202341,James Anderson,James,Anderson,False
87,76040,Jerome Anderson,Jerome,Anderson,False
88,1626147,Justin Anderson,Justin,Anderson,True
89,72,Kenny Anderson,Kenny,Anderson,False
90,76041,Kim Anderson,Kim,Anderson,False
91,203937,Kyle Anderson,Kyle,Anderson,True
92,76042,Michael Anderson,Michael,Anderson,False
93,76043,Mitchell Anderson,Mitchell,Anderson,False
94,98,Nick Anderson,Nick,Anderson,False
95,76045,Richard Anderson,Richard,Anderson,False
96,76046,Ron Anderson,Ron,Anderson,False
97,201583,Ryan Anderson,Ryan,Anderson,True
98,1000,Shandon Anderson,Shandon,Anderson,False
99,335,Willie Anderson,Willie,Anderson,False
100,76048,Wally Anderzunas,Wally,Anderzunas,False
101,101149,Martynas Andriuskevicius,Martynas,Andriuskevicius,False
102,76049,Don Anielak,Don,Anielak,False
103,1628387,Ike Anigbogu,Ike,Anigbogu,False
104,76050,Michael Ansley,Michael,Ansley,False
105,1512,Chris Anstey,Chris,Anstey,False
106,203507,Giannis Antetokounmpo,Giannis,Antetokounmpo,True
107,1628961,Kostas Antetokounmpo,Kostas,Antetokounmpo,True
108,203648,Thanasis Antetokounmpo,Thanasis,Antetokounmpo,True
109,2546,Carmelo Anthony,Carmelo,Anthony,True
110,21,Greg Anthony,Greg,Anthony,False
111,201202,Joel Anthony,Joel,Anthony,False
112,203544,Pero Antic,Pero,Antic,False
113,1628384,OG Anunoby,OG,Anunoby,True
114,203951,Keith Appling,Keith,Appling,False
115,2737,Rafael Araujo,Rafael,Araujo,False
116,76053,Stacey Arceneaux,Stacey,Arceneaux,False
117,76054,Nate Archibald,Nate,Archibald,False
118,2425,Robert Archibald,Robert,Archibald,False
119,1627853,Ryan Arcidiacono,Ryan,Arcidiacono,True
120,76055,Jim Ard,Jim,Ard,False
121,2240,Gilbert Arenas,Gilbert,Arenas,False
122,2772,Trevor Ariza,Trevor,Ariza,True
123,76056,Paul Arizin,Paul,Arizin,False
124,76057,Joe Arlauckas,Joe,Arlauckas,False
125,769,B.J. Armstrong,B.J.,Armstrong,False
126,76061,Bob Armstrong,Bob,Armstrong,False
127,2220,Brandon Armstrong,Brandon,Armstrong,False
128,353,Darrell Armstrong,Darrell,Armstrong,False
129,200756,Hilton Armstrong,Hilton,Armstrong,False
130,76060,Paul Armstrong,Paul,Armstrong,False
131,76059,Tate Armstrong,Tate,Armstrong,False
132,76062,Jesse Arnelle,Jesse,Arnelle,False
133,76063,Jay Arnette,Jay,Arnette,False
134,76064,Bob Arnzen,Bob,Arnzen,False
135,2306,Carlos Arroyo,Carlos,Arroyo,False
136,201589,Darrell Arthur,Darrell,Arthur,False
137,76065,John Arthurs,John,Arthurs,False
138,1628503,Jamel Artis,Jamel,Artis,False
139,201600,Omer Asik,Omer,Asik,False
140,355,Vincent Askew,Vincent,Askew,False
141,173,Keith Askins,Keith,Askins,False
142,76068,Don Asmonga,Don,Asmonga,False
143,76069,Richard Atha,Richard,Atha,False
144,1088,Chucky Atkins,Chucky,Atkins,False
145,76070,Alvin Attles,Alvin,Attles,False
146,76071,Chet Aubuchon,Chet,Aubuchon,False
147,278,Stacey Augmon,Stacey,Augmon,False
148,201571,D.J. Augustin,D.J.,Augustin,True
149,200788,James Augustine,James,Augustine,False
150,1134,Ike Austin,Ike,Austin,False
151,76073,John Austin,John,Austin,False
152,76074,Ken Austin,Ken,Austin,False
153,138,Anthony Avent,Anthony,Avent,False
154,76076,William Averitt,William,Averitt,False
155,1895,William Avery,William,Avery,False
156,76078,Dennis Awtrey,Dennis,Awtrey,False
157,202970,Gustavo Ayon,Gustavo,Ayon,False
158,201965,Jeff Ayres,Jeff,Ayres,False
159,1629028,Deandre Ayton,Deandre,Ayton,True
160,101235,Kelenna Azubuike,Kelenna,Azubuike,False
161,203569,Chris Babb,Chris,Babb,False
162,202337,Luke Babbitt,Luke,Babbitt,False
163,76079,Milos Babic,Milos,Babic,False
164,76080,Johnny Bach,Johnny,Bach,False
165,1628407,Dwayne Bacon,Dwayne,Bacon,True
166,76081,Jim Baechtold,Jim,Baechtold,False
167,2053,Dalibor Bagaric,Dalibor,Bagaric,False
168,76082,John Bagley,John,Bagley,False
169,1628963,Marvin Bagley III,Marvin,Bagley III,True
170,76084,Carl Bailey,Carl,Bailey,False
171,76083,Gus Bailey,Gus,Bailey,False
172,76085,James Bailey,James,Bailey,False
173,1847,Thurl Bailey,Thurl,Bailey,False
174,1753,Toby Bailey,Toby,Bailey,False
175,203946,Cameron Bairstow,Cameron,Bairstow,False
176,1858,Mark Baker,Mark,Baker,False
177,2486,Maurice Baker,Maurice,Baker,False
178,76089,Norm Baker,Norm,Baker,False
179,1627758,Ron Baker,Ron,Baker,False
180,452,Vin Baker,Vin,Baker,False
181,1627735,Wade Baldwin IV,Wade,Baldwin IV,False
182,200764,Renaldo Balkman,Renaldo,Balkman,False
183,76090,Cedric Ball,Cedric,Ball,False
184,1628366,Lonzo Ball,Lonzo,Ball,True
185,76091,Greg Ballard,Greg,Ballard,False
186,76092,Herschel Baltimore,Herschel,Baltimore,False
187,1628964,Mo Bamba,Mo,Bamba,True
188,76093,Gene Banks,Gene,Banks,False
189,2556,Marcus Banks,Marcus,Banks,False
190,76094,Ken Bannister,Ken,Bannister,False
191,76095,Mike Bantom,Mike,Bantom,False
192,76096,John Barber,John,Barber,False
193,2571,Leandro Barbosa,Leandro,Barbosa,False
194,76097,Stephen Bardo,Stephen,Bardo,False
195,200826,J.J. Barea,J.J.,Barea,True
196,200745,Andrea Bargnani,Andrea,Bargnani,False
197,76098,Cliff Barker,Cliff,Barker,False
198,76099,Tom Barker,Tom,Barker,False
199,787,Charles Barkley,Charles,Barkley,False
200,2057,Erick Barkley,Erick,Barkley,False
201,76102,Don Barksdale,Don,Barksdale,False
202,203084,Harrison Barnes,Harrison,Barnes,True
203,76103,Harry Barnes,Harry,Barnes,False
204,76105,Jim Barnes,Jim,Barnes,False
205,76104,Marvin Barnes,Marvin,Barnes,False
206,2440,Matt Barnes,Matt,Barnes,False
207,76107,Dick Barnett,Dick,Barnett,False
208,76106,Jim Barnett,Jim,Barnett,False
209,76108,John Barnhill,John,Barnhill,False
210,76109,Norton Barnhill,Norton,Barnhill,False
211,76110,Leo Barnhorst,Leo,Barnhorst,False
212,76111,John Barr,John,Barr,False
213,76112,Mike Barr,Mike,Barr,False
214,76113,Thomas Barr,Thomas,Barr,False
215,2857,Andre Barrett,Andre,Barrett,False
216,76114,Ernie Barrett,Ernie,Barrett,False
217,1629628,RJ Barrett,RJ,Barrett,True
218,2853,Earl Barron,Earl,Barron,False
219,344,Dana Barros,Dana,Barros,False
220,699,Brent Barry,Brent,Barry,False
221,1003,Drew Barry,Drew,Barry,False
222,468,Jon Barry,Jon,Barry,False
223,600013,Rick Barry,Rick,Barry,False
224,76117,Ed Bartels,Ed,Bartels,False
225,76118,Vic Bartolome,Vic,Bartolome,False
226,203115,Will Barton,Will,Barton,True
227,101188,Eddie Basden,Eddie,Basden,False
228,76119,Jerry Baskerville,Jerry,Baskerville,False
229,101138,Brandon Bass,Brandon,Bass,False
230,76120,Tim Bassett,Tim,Bassett,False
231,1766,Maceo Baston,Maceo,Baston,False
232,2370,Mengke Bateer,Mengke,Bateer,False
233,76121,Billyray Bates,Billyray,Bates,False
234,1628966,Keita Bates-Diop,Keita,Bates-Diop,True
235,101212,Esteban Batista,Esteban,Batista,False
236,2471,Mike Batiste,Mike,Batiste,False
237,1499,Tony Battie,Tony,Battie,False
238,2203,Shane Battier,Shane,Battier,False
239,174,John Battle,John,Battle,False
240,76123,Kenny Battle,Kenny,Battle,False
241,76124,Dave Batton,Dave,Batton,False
242,201587,Nicolas Batum,Nicolas,Batum,True
243,76125,Johnny Baum,Johnny,Baum,False
244,76126,Frankie Baumholtz,Frankie,Baumholtz,False
245,2437,Lonny Baxter,Lonny,Baxter,False
246,201573,Jerryd Bayless,Jerryd,Bayless,False
247,76127,Elgin Baylor,Elgin,Baylor,False
248,203382,Aron Baynes,Aron,Baynes,True
249,76128,Sergei Bazarevich,Sergei,Bazarevich,False
250,203145,Kent Bazemore,Kent,Bazemore,True
251,1629647,Darius Bazley,Darius,Bazley,True
252,76129,Ed Beach,Ed,Beach,False
253,203078,Bradley Beal,Bradley,Beal,True
254,76130,Butch Beard,Butch,Beard,False
255,76131,Ralph Beard,Ralph,Beard,False
256,2602,Jerome Beasley,Jerome,Beasley,False
257,1627736,Malik Beasley,Malik,Beasley,True
258,201563,Michael Beasley,Michael,Beasley,False
259,76133,Zelmo Beaty,Zelmo,Beaty,False
260,201958,Rodrigue Beaubois,Rodrigue,Beaubois,False
261,76134,Byron Beck,Byron,Beck,False
262,1133,Corey Beck,Corey,Beck,False
263,76136,Ernie Beck,Ernie,Beck,False
264,76137,Moe Becker,Moe,Becker,False
265,76138,William Bedford,William,Bedford,False
266,76139,Hank Beenders,Hank,Beenders,False
267,76140,Ron Behagen,Ron,Behagen,False
268,76141,Elmer Behnke,Elmer,Behnke,False
269,201158,Marco Belinelli,Marco,Belinelli,True
270,2294,Charlie Bell,Charlie,Bell,False
271,76142,Dennis Bell,Dennis,Bell,False
272,1628395,Jordan Bell,Jordan,Bell,True
273,1952,Raja Bell,Raja,Bell,False
274,2559,Troy Bell,Troy,Bell,False
275,76143,William Bell,William,Bell,False
276,76144,Walt Bellamy,Walt,Bellamy,False
277,1627761,DeAndre' Bembry,DeAndre',Bembry,True
278,76145,Irv Bemoras,Irv,Bemoras,False
279,76146,Leon Benbow,Leon,Benbow,False
280,1627733,Dragan Bender,Dragan,Bender,True
281,1886,Jonathan Bender,Jonathan,Bender,False
282,203968,Jerrelle Benimon,Jerrelle,Benimon,False
283,104,Benoit Benjamin,Benoit,Benjamin,False
284,1736,Corey Benjamin,Corey,Benjamin,False
285,203461,Anthony Bennett,Anthony,Bennett,False
286,1120,Elmer Bennett,Elmer,Bennett,False
287,712,Mario Bennett,Mario,Bennett,False
288,76151,Mel Bennett,Mel,Bennett,False
289,76148,Tony Bennett,Tony,Bennett,False
290,76152,Winston Bennett,Winston,Bennett,False
291,128,David Benoit,David,Benoit,False
292,202728,Keith Benson,Keith,Benson,False
293,76154,Kent Benson,Kent,Benson,False
294,1627791,Ben Bentil,Ben,Bentil,False
295,76155,Gene Berce,Gene,Berce,False
296,76156,Gary Bergen,Gary,Bergen,False
297,76157,Ricky Berry,Ricky,Berry,False
298,76158,Walter Berry,Walter,Berry,False
299,1629541,Dairis Bertans,Dairis,Bertans,False
300,202722,Davis Bertans,Davis,Bertans,True
301,76159,Del Beshore,Del,Beshore,False
302,696,Travis Best,Travis,Best,False
303,201976,Patrick Beverley,Patrick,Beverley,True
304,204021,Sim Bhullar,Sim,Bhullar,False
305,76160,Al Bianchi,Al,Bianchi,False
306,76161,Hank Biasatti,Hank,Biasatti,False
307,76162,Henry Bibby,Henry,Bibby,False
308,1710,Mike Bibby,Mike,Bibby,False
309,76163,Ed Biedenbach,Ed,Biedenbach,False
310,2740,Andris Biedrins,Andris,Biedrins,False
311,76164,Don Bielke,Don,Bielke,False
312,76165,Bob Bigelow,Bob,Bigelow,False
313,1497,Chauncey Billups,Chauncey,Billups,False
314,76166,Dave Bing,Dave,Bing,False
315,76167,Joe Binion,Joe,Binion,False
316,203920,Khem Birch,Khem,Birch,True
317,1628444,Jabari Bird,Jabari,Bird,False
318,76168,Jerry Bird,Jerry,Bird,False
319,1449,Larry Bird,Larry,Bird,False
320,76170,Otis Birdsong,Otis,Birdsong,False
321,76171,Gale Bishop,Gale,Bishop,False
322,1629048,Goga Bitadze,Goga,Bitadze,True
323,202687,Bismack Biyombo,Bismack,Biyombo,True
324,202357,Nemanja Bjelica,Nemanja,Bjelica,True
325,76172,Uwe Blab,Uwe,Blab,False
326,76173,Charlie Black,Charlie,Black,False
327,76174,Norman Black,Norman,Black,False
328,204028,Tarik Black,Tarik,Black,False
329,76175,Tom Black,Tom,Black,False
330,76176,Rolando Blackman,Rolando,Blackman,False
331,76180,Alex Blackwell,Alex,Blackwell,False
332,76177,Cory Blackwell,Cory,Blackwell,False
333,1806,James Blackwell,James,Blackwell,False
334,76179,Nate Blackwell,Nate,Blackwell,False
335,201971,DeJuan Blair,DeJuan,Blair,False
336,2581,Steve Blake,Steve,Blake,False
337,202392,Marqus Blakely,Marqus,Blakely,False
338,1628469,Antonio Blakeney,Antonio,Blakeney,False
339,200807,Will Blalock,Will,Blalock,False
340,76182,George Blaney,George,Blaney,False
341,76183,Lance Blanks,Lance,Blanks,False
342,76184,Ricky Blanton,Ricky,Blanton,False
343,101154,Andray Blatche,Andray,Blatche,False
344,302,Mookie Blaylock,Mookie,Blaylock,False
345,202339,Eric Bledsoe,Eric,Bledsoe,True
346,76186,Leon Blevins,Leon,Blevins,False
347,76187,John Block,John,Block,False
348,76188,Mike Bloom,Mike,Bloom,False
349,1628417,Jaron Blossomgame,Jaron,Blossomgame,False
350,916,Corie Blount,Corie,Blount,False
351,1548,Mark Blount,Mark,Blount,False
352,203505,Vander Blue,Vander,Blue,False
353,1629129,Trevon Bluiett,Trevon,Bluiett,False
354,76189,Ray Blume,Ray,Blume,False
355,76190,Nelson Bobb,Nelson,Bobb,False
356,2800,Tony Bobbitt,Tony,Bobbitt,False
357,76191,Arlen Bockhorn,Arlen,Bockhorn,False
358,76192,Tom Boerwinkle,Tom,Boerwinkle,False
359,2586,Keith Bogans,Keith,Bogans,False
360,203992,Bogdan Bogdanovic,Bogdan,Bogdanovic,True
361,202711,Bojan Bogdanovic,Bojan,Bogdanovic,True
362,177,Muggsy Bogues,Muggsy,Bogues,False
363,101106,Andrew Bogut,Andrew,Bogut,False
364,1564,Etdrick Bohannon,Etdrick,Bohannon,False
365,1629626,Bol Bol,Bol,Bol,True
366,76195,Manute Bol,Manute,Bol,False
367,1628413,Jonah Bolden,Jonah,Bolden,True
368,76196,Bill Bolger,Bill,Bolger,False
369,1627762,Joel Bolomboy,Joel,Bolomboy,False
370,76197,Doug Bolstorff,Doug,Bolstorff,False
371,76203,George H. Bon Salle,George H.,Bon Salle,False
372,76198,Phil Bond,Phil,Bond,False
373,1603,Walter Bond,Walter,Bond,False
374,1629648,Jordan Bone,Jordan,Bone,True
375,1121,Dexter Boney,Dexter,Boney,False
376,1629067,Isaac Bonga,Isaac,Bonga,True
377,76201,Ron Bonham,Ron,Bonham,False
378,41,Anthony Bonner,Anthony,Bonner,False
379,2588,Matt Bonner,Matt,Bonner,False
380,1626164,Devin Booker,Devin,Booker,True
381,511,Melvin Booker,Melvin,Booker,False
382,202344,Trevor Booker,Trevor,Booker,False
383,200767,Josh Boone,Josh,Boone,False
384,76204,Ron Boone,Ron,Boone,False
385,1916,Calvin Booth,Calvin,Booth,False
386,1522,Keith Booth,Keith,Booth,False
387,76206,Bob Boozer,Bob,Boozer,False
388,2430,Carlos Boozer,Carlos,Boozer,False
389,2414,Curtis Borchardt,Curtis,Borchardt,False
390,76207,Jake Bornheimer,Jake,Bornheimer,False
391,1953,Lazaro Borrell,Lazaro,Borrell,False
392,76209,Costic Borsavage,Costic,Borsavage,False
393,76210,Vince Boryla,Vince,Boryla,False
394,2547,Chris Bosh,Chris,Bosh,False
395,76211,Jim Bostic,Jim,Bostic,False
396,76212,Lawrence Boston,Lawrence,Boston,False
397,76213,Tom Boswell,Tom,Boswell,False
398,1628449,Chris Boucher,Chris,Boucher,True
399,2257,Ruben Boumtje-Boumtje,Ruben,Boumtje-Boumtje,False
400,76214,Don Boven,Don,Boven,False
401,1898,Cal Bowdler,Cal,Bowdler,False
402,1477,Bruce Bowen,Bruce,Bowen,False
403,1763,Ryan Bowen,Ryan,Bowen,False
404,1628968,Brian Bowen II,Brian,Bowen II,True
405,194,Anthony Bowie,Anthony,Bowie,False
406,76217,Sam Bowie,Sam,Bowie,False
407,1085,Ira Bowman,Ira,Bowman,False
408,1629065,Ky Bowman,Ky,Bowman,True
409,76219,Nate Bowman,Nate,Bowman,False
410,671,Donnie Boyce,Donnie,Boyce,False
411,76221,Dennis Boyd,Dennis,Boyd,False
412,76222,Fred Boyd,Fred,Boyd,False
413,76223,Ken Boyd,Ken,Boyd,False
414,1863,Earl Boykins,Earl,Boykins,False
415,76224,Harry Boykoff,Harry,Boykoff,False
416,76225,Winford Boynes,Winford,Boynes,False
417,200841,Cedric Bozeman,Cedric,Bozeman,False
418,76226,Steve Bracey,Steve,Bracey,False
419,202342,Craig Brackins,Craig,Brackins,False
420,76227,Gary Bradds,Gary,Bradds,False
421,76228,Alex Bradley,Alex,Bradley,False
422,76229,Alonzo Bradley,Alonzo,Bradley,False
423,202340,Avery Bradley,Avery,Bradley,True
424,76233,Bill Bradley,Bill,Bradley,False
425,76230,Charles Bradley,Charles,Bradley,False
426,76231,Dudley Bradley,Dudley,Bradley,False
427,76232,Joe Bradley,Joe,Bradley,False
428,2214,Michael Bradley,Michael,Bradley,False
429,762,Shawn Bradley,Shawn,Bradley,False
430,1628396,Tony Bradley,Tony,Bradley,True
431,1361,Mark Bradtke,Mark,Bradtke,False
432,66,Marques Bragg,Marques,Bragg,False
433,1765,Torraye Braggs,Torraye,Braggs,False
434,1920,A.J. Bramlett,A.J.,Bramlett,False
435,76237,Adrian Branch,Adrian,Branch,False
436,1882,Elton Brand,Elton,Brand,False
437,210,Terrell Brandon,Terrell,Brandon,False
438,76238,Bob Brannum,Bob,Brannum,False
439,76239,Brad Branson,Brad,Branson,False
440,76240,Jesse Branson,Jesse,Branson,False
441,1629714,Jarrell Brantley,Jarrell,Brantley,True
442,76241,Jim Brasco,Jim,Brasco,False
443,76242,Mike Bratz,Mike,Bratz,False
444,76243,Carl Braun,Carl,Braun,False
445,1629649,Ignas Brazdeikis,Ignas,Brazdeikis,True
446,160,Tim Breaux,Tim,Breaux,False
447,2452,J.R. Bremer,J.R.,Bremer,False
448,76245,Pete Brennan,Pete,Brennan,False
449,76246,Tom Brennan,Tom,Brennan,False
450,76247,Randy Breuer,Randy,Breuer,False
451,201147,Corey Brewer,Corey,Brewer,False
452,2249,Jamison Brewer,Jamison,Brewer,False
453,76248,Jim Brewer,Jim,Brewer,False
454,76249,Ron Brewer,Ron,Brewer,False
455,200758,Ronnie Brewer,Ronnie,Brewer,False
456,2056,Primoz Brezec,Primoz,Brezec,False
457,76250,Frank Brian,Frank,Brian,False
458,783,Frank Brickowski,Frank,Brickowski,False
459,76252,Junior Bridgeman,Junior,Bridgeman,False
460,76253,Bill Bridges,Bill,Bridges,False
461,1628969,Mikal Bridges,Mikal,Bridges,True
462,1628970,Miles Bridges,Miles,Bridges,True
463,76254,Al Brightman,Al,Brightman,False
464,76255,Audley Brindley,Audley,Brindley,False
465,1628515,Isaiah Briscoe,Isaiah,Briscoe,False
466,76256,John Brisker,John,Brisker,False
467,1629052,Oshae Brissett,Oshae,Brissett,True
468,76257,Allan Bristow,Allan,Bristow,False
469,76258,Tyrone Britt,Tyrone,Britt,False
470,76259,Wayman Britt,Wayman,Britt,False
471,76260,Mike Brittain,Mike,Brittain,False
472,76261,David Britton,David,Britton,False
473,201972,Jon Brockman,Jon,Brockman,False
474,1629151,Ryan Broekhoff,Ryan,Broekhoff,True
475,76262,Jim Brogan,Jim,Brogan,False
476,1627763,Malcolm Brogdon,Malcolm,Brogdon,True
477,76263,Gary Brokaw,Gary,Brokaw,False
478,76264,Price Brookfield,Price,Brookfield,False
479,201166,Aaron Brooks,Aaron,Brooks,False
480,1628415,Dillon Brooks,Dillon,Brooks,True
481,76265,Kevin Brooks,Kevin,Brooks,False
482,202705,MarShon Brooks,MarShon,Brooks,False
483,76266,Michael Brooks,Michael,Brooks,False
484,418,Scott Brooks,Scott,Brooks,False
485,2810,Andre Brown,Andre,Brown,False
486,1626148,Anthony Brown,Anthony,Brown,False
487,76284,Bob Brown,Bob,Brown,False
488,201628,Bobby Brown,Bobby,Brown,False
489,1628971,Bruce Brown,Bruce,Brown,True
490,359,Chucky Brown,Chucky,Brown,False
491,2245,Damone Brown,Damone,Brown,False
492,76270,Darrell Brown,Darrell,Brown,False
493,244,Dee Brown,Dee,Brown,False
494,200793,Dee Brown,Dee,Brown,False
495,201974,Derrick Brown,Derrick,Brown,False
496,2484,Devin Brown,Devin,Brown,False
497,2081,Ernest Brown,Ernest,Brown,False
498,76272,Fred Brown,Fred,Brown,False
499,76273,George Brown,George,Brown,False
500,1871,Gerald Brown,Gerald,Brown,False
501,76275,Harold Brown,Harold,Brown,False
502,203913,Jabari Brown,Jabari,Brown,False
503,1627759,Jaylen Brown,Jaylen,Brown,True
504,76276,John Brown,John,Brown,False
505,2208,Kedrick Brown,Kedrick,Brown,False
506,2198,Kwame Brown,Kwame,Brown,False
507,76278,Leon Brown,Leon,Brown,False
508,76279,Lewis Brown,Lewis,Brown,False
509,203485,Lorenzo Brown,Lorenzo,Brown,False
510,992,Marcus Brown,Marcus,Brown,False
511,203900,Markel Brown,Markel,Brown,False
512,1479,Mike Brown,Mike,Brown,False
513,1629650,Moses Brown,Moses,Brown,True
514,76277,Myron Brown,Myron,Brown,False
515,136,P.J. Brown,P.J.,Brown,False
516,753,Randy Brown,Randy,Brown,False
517,76282,Raymond Brown,Raymond,Brown,False
518,76283,Rickey Brown,Rickey,Brown,False
519,76286,Roger Brown,Roger,Brown,False
520,200769,Shannon Brown,Shannon,Brown,False
521,76285,Stan Brown,Stan,Brown,False
522,1628425,Sterling Brown,Sterling,Brown,True
523,2357,Tierre Brown,Tierre,Brown,False
524,76268,Tony Brown,Tony,Brown,False
525,1629718,Charles Brown Jr.,Charles,Brown Jr.,True
526,1628972,Troy Brown Jr.,Troy,Brown Jr.,True
527,76287,Jim Browne,Jim,Browne,False
528,76288,Stanley Brundy,Stanley,Brundy,False
529,1628973,Jalen Brunson,Jalen,Brunson,True
530,1594,Rick Brunson,Rick,Brunson,False
531,1627852,Nicolas Brussino,Nicolas,Brussino,False
532,76289,Emmette Bryant,Emmette,Bryant,False
533,76290,Joe Bryant,Joe,Bryant,False
534,977,Kobe Bryant,Kobe,Bryant,False
535,95,Mark Bryant,Mark,Bryant,False
536,1628418,Thomas Bryant,Thomas,Bryant,True
537,76291,Wallace Bryant,Wallace,Bryant,False
538,76292,Torgeir Bryn,Torgeir,Bryn,False
539,76293,Joe Buckhalter,Joe,Buckhalter,False
540,76294,Steve Bucknall,Steve,Bucknall,False
541,76295,Cleveland Buckner,Cleveland,Buckner,False
542,1761,Greg Buckner,Greg,Buckner,False
543,76296,Quinn Buckner,Quinn,Buckner,False
544,76297,Dave Budd,Dave,Budd,False
545,201978,Chase Budinger,Chase,Budinger,False
546,76298,Walter Budko,Walter,Budko,False
547,146,Jud Buechler,Jud,Buechler,False
548,1934,Rodney Buford,Rodney,Buford,False
549,672,Matt Bullard,Matt,Bullard,False
550,203493,Reggie Bullock,Reggie,Bullock,True
551,76300,Greg Bunch,Greg,Bunch,False
552,76301,Dick Bunt,Dick,Bunt,False
553,76302,Bill Buntin,Bill,Buntin,False
554,76303,Luther Burden,Luther,Burden,False
555,2469,Pat Burke,Pat,Burke,False
556,203504,Trey Burke,Trey,Burke,True
557,76304,Roger Burkman,Roger,Burkman,False
558,202692,Alec Burks,Alec,Burks,True
559,2766,Antonio Burks,Antonio,Burks,False
560,101207,Kevin Burleson,Kevin,Burleson,False
561,76305,Tom Burleson,Tom,Burleson,False
